feedback_id,atendimento_id,data_feedback,socorrista_id,nps_score,feedback_texto,tipo_problema
FB1487,AT4676,27/08/2025,SOC211,2,Endereço informado estava impreciso.,Falha de comunicação
FB1488,AT5257,17/10/2025,SOC057,5,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB1489,AT2146,25/01/2025,SOC039,7,Equipe cordial e atenciosa com o paciente.,Nenhum problema
FB1490,AT0743,18/08/2025,SOC238,9,"Atendimento tranquilo, sem intercorrências.",Nenhum problema
FB1491,AT1932,15/12/2024,SOC003,9,"Atendimento tranquilo, sem intercorrências.",Nenhum problema
FB1492,AT7793,08/08/2026,SOC281,8,Equipe demonstrou grande eficiência.,Nenhum problema
FB1493,AT3357,11/04/2025,SOC151,9,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB1494,AT1683,19/12/2024,SOC156,7,Comunicação entre socorristas foi boa.,Nenhum problema
FB1495,AT6782,05/05/2026,SOC294,10,Tempo de resposta foi satisfatório.,Nenhum problema
FB1496,AT6421,18/03/2026,SOC129,6,Kit de emergência incompleto na viatura.,Falta de equipamento
FB1497,AT7458,04/07/2026,SOC296,6,Tempo de deslocamento acima do esperado.,Demora no atendimento
FB1498,AT1719,09/12/2024,SOC120,10,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB1499,AT2456,01/02/2025,SOC039,5,Faltou equipamento durante o atendimento.,Falta de equipamento
FB1500,AT1853,30/12/2024,SOC107,5,Faltou equipamento durante o atendimento.,Falta de equipamento
FB1501,AT4530,13/07/2025,SOC252,1,Paciente sofreu morte acidental no local.,Morte acidental
FB1502,AT2064,18/12/2024,SOC016,9,Chegada rápida evitou agravamento do quadro.,Nenhum problema
FB1503,AT7633,31/08/2026,SOC267,4,Kit de emergência incompleto na viatura.,Falta de equipamento
FB1504,AT1068,07/09/2024,SOC057,7,Atendimento organizado e seguro.,Nenhum problema
FB1505,AT1492,10/11/2024,SOC016,1,Paciente não resistiu aos ferimentos.,Morte acidental
FB1506,AT4966,05/10/2025,SOC139,10,Procedimento ocorreu conforme planejado.,Nenhum problema
FB1507,AT7449,22/07/2026,SOC047,4,Ambulância sem parte do material necessário.,Falta de equipamento
FB1508,AT3074,13/03/2025,SOC274,5,Ocorrência apresentou atraso significativo.,Demora no atendimento
FB1509,AT2391,11/01/2025,SOC060,8,Comunicação entre socorristas foi boa.,Nenhum problema
FB1510,AT0544,11/02/2025,SOC113,2,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB1511,AT5140,03/11/2025,SOC043,7,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB1512,AT1651,14/12/2024,SOC195,10,Equipe preparada para situação crítica.,Nenhum problema
FB1513,AT5012,30/09/2025,SOC097,9,Atendimento ocorreu sem complicações.,Nenhum problema
FB1514,AT7372,20/07/2026,SOC207,4,Equipamento necessário não estava disponível.,Falta de equipamento
FB1515,AT0667,24/05/2025,SOC235,7,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB1516,AT7472,31/07/2026,SOC170,7,Fila no pronto-socorro atrasou o atendimento.,Demora no atendimento
FB1517,AT7833,29/08/2026,SOC135,6,Equipamento necessário não estava disponível.,Falta de equipamento
FB1518,AT4230,06/07/2025,SOC223,5,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB1519,AT5846,12/01/2026,SOC019,7,Encaminhamento hospitalar foi eficiente.,Nenhum problema
FB1520,AT4233,24/07/2025,SOC216,9,Bom trabalho em equipe durante o socorro.,Nenhum problema
FB1521,AT6575,26/04/2026,SOC074,1,Óbito constatado apesar dos esforços da equipe.,Morte acidental
FB1522,AT1133,29/09/2024,SOC085,7,Comunicação entre socorristas foi boa.,Nenhum problema
FB1523,AT3391,26/04/2025,SOC103,10,Chegada rápida evitou agravamento do quadro.,Nenhum problema
FB1524,AT6766,03/06/2026,SOC136,3,Espera prolongada para triagem no hospital.,Demora no atendimento
FB1525,AT3821,29/05/2025,SOC032,10,Ocorrência conduzida com muita competência.,Nenhum problema
FB1526,AT1227,12/10/2024,SOC109,8,Suporte adequado durante todo o atendimento.,Nenhum problema
FB1527,AT3610,16/04/2025,SOC138,8,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB1528,AT7045,12/06/2026,SOC010,7,Houve pequena demora para localizar o hospital.,Demora no atendimento
FB1529,AT5168,17/10/2025,SOC172,7,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB1530,AT7118,26/06/2026,SOC102,9,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB1531,AT2406,26/01/2025,SOC072,7,Procedimento ocorreu conforme planejado.,Nenhum problema
FB1532,AT5049,17/09/2025,SOC077,8,Procedimento realizado de forma segura.,Nenhum problema
FB1533,AT3485,26/04/2025,SOC245,7,Demora na regulação do leito hospitalar.,Demora no atendimento
FB1534,AT4313,26/07/2025,SOC276,4,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB1535,AT6486,05/04/2026,SOC004,8,Equipe preparada para situação crítica.,Nenhum problema
FB1536,AT7475,08/07/2026,SOC010,7,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB1537,AT5338,21/10/2025,SOC238,5,Kit de emergência incompleto na viatura.,Falta de equipamento
FB1538,AT2603,22/02/2025,SOC214,9,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB1539,AT6525,06/04/2026,SOC114,8,Procedimento realizado de forma segura.,Nenhum problema
FB1540,AT5047,26/09/2025,SOC021,9,Comunicação entre socorristas foi boa.,Nenhum problema
FB1541,AT7070,09/06/2026,SOC138,6,Demora na regulação do leito hospitalar.,Demora no atendimento
FB1542,AT7399,31/07/2026,SOC271,9,Tempo de resposta foi satisfatório.,Nenhum problema
FB1543,AT5919,18/01/2026,SOC186,9,Encaminhamento hospitalar foi eficiente.,Nenhum problema
FB1544,AT6166,28/02/2026,SOC036,5,Ambulância sem parte do material necessário.,Falta de equipamento
FB1545,AT7980,29/08/2026,SOC076,7,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB1546,AT2215,11/01/2025,SOC187,5,Ambulância sem parte do material necessário.,Falta de equipamento
FB1547,AT7194,30/06/2026,SOC009,9,Boa integração entre as equipes.,Nenhum problema
FB1548,AT3815,12/05/2025,SOC124,10,Comunicação entre socorristas foi boa.,Nenhum problema
FB1549,AT1049,19/09/2024,SOC005,9,"Atendimento tranquilo, sem intercorrências.",Nenhum problema
FB1550,AT6581,14/04/2026,SOC091,9,Atendimento rápido e organizado.,Nenhum problema
FB1551,AT3644,18/05/2025,SOC253,7,Equipe atuou rapidamente no local.,Nenhum problema
FB1552,AT2321,20/01/2025,SOC249,1,Paciente não resistiu aos ferimentos.,Morte acidental
FB1553,AT7073,05/06/2026,SOC095,5,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB1554,AT2254,31/01/2025,SOC056,9,Atendimento ocorreu sem complicações.,Nenhum problema
FB1555,AT5338,16/10/2025,SOC015,6,Kit de emergência incompleto na viatura.,Falta de equipamento
FB1556,AT6172,27/02/2026,SOC052,8,Chegada rápida evitou agravamento do quadro.,Nenhum problema
FB1557,AT4518,21/07/2025,SOC284,3,Demora para liberar leito hospitalar.,Demora no atendimento
FB1558,AT2606,11/02/2025,SOC230,1,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB1559,AT1003,22/09/2024,SOC275,4,Endereço informado estava impreciso.,Falha de comunicação
FB1560,AT3456,30/04/2025,SOC034,3,Houve espera moderada no hospital.,Demora no atendimento
FB1561,AT1202,14/10/2024,SOC151,4,Equipamento necessário não estava disponível.,Falta de equipamento
FB1562,AT3518,13/04/2025,SOC050,8,Atendimento ocorreu sem complicações.,Nenhum problema
FB1563,AT2172,21/01/2025,SOC146,4,Falha no repasse de dados entre equipes.,Falha de comunicação
FB1564,AT3648,20/05/2025,SOC006,10,Equipe cordial e atenciosa com o paciente.,Nenhum problema
FB1565,AT5795,02/01/2026,SOC123,1,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB1566,AT1042,11/09/2024,SOC108,1,Paciente sofreu morte acidental no local.,Morte acidental
FB1567,AT2062,02/01/2025,SOC213,10,Chegada rápida evitou agravamento do quadro.,Nenhum problema
FB1568,AT5293,25/10/2025,SOC169,5,Equipamento necessário não estava disponível.,Falta de equipamento
FB1569,AT1281,23/10/2024,SOC217,10,Procedimento realizado de forma segura.,Nenhum problema
FB1570,AT1867,12/12/2024,SOC271,5,Faltou equipamento durante o atendimento.,Falta de equipamento
FB1571,AT6544,07/04/2026,SOC124,4,Ambulância sem parte do material necessário.,Falta de equipamento
FB1572,AT3746,28/05/2025,SOC147,2,Óbito constatado apesar dos esforços da equipe.,Morte acidental
FB1573,AT4472,06/07/2025,SOC011,9,Ocorrência conduzida com muita competência.,Nenhum problema
FB1574,AT7578,03/07/2026,SOC045,7,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB1575,AT4917,26/09/2025,SOC071,4,Tempo de deslocamento acima do esperado.,Demora no atendimento
FB1576,AT4915,18/09/2025,SOC245,1,Óbito constatado apesar dos esforços da equipe.,Morte acidental
FB1577,AT6401,07/03/2026,SOC052,2,Paciente não resistiu aos ferimentos.,Morte acidental
FB1578,AT2199,21/01/2025,SOC116,3,Informações do chamado estavam incompletas.,Falha de comunicação
FB1579,AT6406,13/03/2026,SOC173,9,Excelente coordenação entre viatura e hospital.,Nenhum problema
FB1580,AT6466,06/04/2026,SOC147,4,Comunicação com a central apresentou ruído.,Falha de comunicação
FB1581,AT7592,15/07/2026,SOC180,8,Equipe cordial e atenciosa com o paciente.,Nenhum problema
FB1582,AT1157,30/09/2024,SOC119,8,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB1583,AT2942,03/04/2025,SOC284,5,Faltou equipamento durante o atendimento.,Falta de equipamento
FB1584,AT4737,23/08/2025,SOC230,3,Ocorrência apresentou atraso significativo.,Demora no atendimento
FB1585,AT2185,09/01/2025,SOC251,5,Houve pequena demora para localizar o hospital.,Demora no atendimento
FB1586,AT0608,30/04/2025,SOC089,10,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB1587,AT3639,08/05/2025,SOC073,10,Equipe cordial e atenciosa com o paciente.,Nenhum problema
FB1588,AT2008,24/12/2024,SOC045,3,Trânsito prejudicou o tempo de chegada.,Demora no atendimento
FB1589,AT7908,14/08/2026,SOC035,4,Endereço informado estava impreciso.,Falha de comunicação
FB1590,AT2262,14/01/2025,SOC289,7,Encaminhamento hospitalar foi eficiente.,Nenhum problema
FB1591,AT7256,30/06/2026,SOC208,2,Falha no repasse de dados entre equipes.,Falha de comunicação
FB1592,AT4705,19/08/2025,SOC117,10,Equipe demonstrou grande eficiência.,Nenhum problema
FB1593,AT6746,25/05/2026,SOC092,4,Faltou equipamento durante o atendimento.,Falta de equipamento
FB1594,AT2150,29/01/2025,SOC246,3,Espera prolongada para triagem no hospital.,Demora no atendimento
FB1595,AT5909,13/01/2026,SOC239,10,Procedimento ocorreu conforme planejado.,Nenhum problema
FB1596,AT6617,29/04/2026,SOC156,1,Óbito constatado apesar dos esforços da equipe.,Morte acidental
FB1597,AT6084,28/02/2026,SOC103,10,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB1598,AT6388,09/03/2026,SOC219,9,Atendimento organizado e seguro.,Nenhum problema
FB1599,AT3013,30/03/2025,SOC164,6,Ambulância sem parte do material necessário.,Falta de equipamento
FB1600,AT7407,30/07/2026,SOC165,4,Houve espera moderada no hospital.,Demora no atendimento
FB1601,AT5694,06/12/2025,SOC279,7,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB1602,AT0911,08/02/2026,SOC185,8,Atendimento organizado e seguro.,Nenhum problema
FB1603,AT7627,19/08/2026,SOC214,8,Suporte adequado durante todo o atendimento.,Nenhum problema
FB1604,AT4903,18/09/2025,SOC203,8,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB1605,AT1378,11/11/2024,SOC260,5,Demora na regulação do leito hospitalar.,Demora no atendimento
FB1606,AT4602,20/07/2025,SOC007,10,Atendimento organizado e seguro.,Nenhum problema
FB1607,AT4400,26/07/2025,SOC214,10,Boa integração entre as equipes.,Nenhum problema
FB1608,AT1886,09/12/2024,SOC272,7,Atendimento organizado e seguro.,Nenhum problema
FB1609,AT5675,25/12/2025,SOC210,10,Boa integração entre as equipes.,Nenhum problema
FB1610,AT7186,27/06/2026,SOC058,9,Boa integração entre as equipes.,Nenhum problema
FB1611,AT1296,21/10/2024,SOC287,10,Boa integração entre as equipes.,Nenhum problema
FB1612,AT1365,12/11/2024,SOC029,7,Procedimento ocorreu conforme planejado.,Nenhum problema
FB1613,AT2855,19/03/2025,SOC073,9,Suporte adequado durante todo o atendimento.,Nenhum problema
FB1614,AT3593,10/04/2025,SOC117,5,Falha no repasse de dados entre equipes.,Falha de comunicação
FB1615,AT6540,19/04/2026,SOC018,10,Equipe demonstrou grande eficiência.,Nenhum problema
FB1616,AT5446,07/11/2025,SOC009,3,Falha no repasse de dados entre equipes.,Falha de comunicação
FB1617,AT0736,26/07/2025,SOC184,2,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB1618,AT7384,01/08/2026,SOC300,10,Atendimento ocorreu sem complicações.,Nenhum problema
FB1619,AT6039,21/02/2026,SOC035,2,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB1620,AT7446,28/07/2026,SOC221,10,Comunicação entre socorristas foi boa.,Nenhum problema
FB1621,AT7612,15/08/2026,SOC209,9,Resposta rápida e comunicação clara.,Nenhum problema
FB1622,AT3769,24/05/2025,SOC286,9,Equipe cordial e atenciosa com o paciente.,Nenhum problema
FB1623,AT6266,27/03/2026,SOC015,3,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB1624,AT0546,13/02/2025,SOC031,10,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB1625,AT1209,22/10/2024,SOC146,10,Comunicação entre socorristas foi boa.,Nenhum problema
FB1626,AT0317,17/07/2026,SOC141,5,Fila no pronto-socorro atrasou o atendimento.,Demora no atendimento
FB1627,AT7042,26/06/2026,SOC187,8,Boa integração entre as equipes.,Nenhum problema
FB1628,AT4138,07/06/2025,SOC082,9,Suporte adequado durante todo o atendimento.,Nenhum problema
FB1629,AT6689,13/04/2026,SOC148,5,Comunicação com a central apresentou ruído.,Falha de comunicação
FB1630,AT6060,09/02/2026,SOC186,10,Comunicação entre socorristas foi boa.,Nenhum problema
FB1631,AT4781,03/09/2025,SOC158,4,Equipamento necessário não estava disponível.,Falta de equipamento
FB1632,AT6739,01/06/2026,SOC054,1,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB1633,AT4807,27/08/2025,SOC172,8,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
FB1634,AT7089,25/06/2026,SOC108,9,Atendimento ocorreu sem complicações.,Nenhum problema
FB1635,AT5311,10/10/2025,SOC098,7,Tempo de resposta foi satisfatório.,Nenhum problema
FB1636,AT3654,15/05/2025,SOC225,7,Ocorrência conduzida com muita competência.,Nenhum problema
FB1637,AT6468,30/04/2026,SOC163,9,Boa integração entre as equipes.,Nenhum problema
FB1638,AT1104,05/09/2024,SOC175,9,Ocorrência conduzida com muita competência.,Nenhum problema
FB1639,AT4634,21/07/2025,SOC031,8,"Atendimento tranquilo, sem intercorrências.",Nenhum problema
FB1640,AT2635,26/02/2025,SOC234,10,Chegada rápida evitou agravamento do quadro.,Nenhum problema
FB1641,AT5441,07/11/2025,SOC131,8,Boa integração entre as equipes.,Nenhum problema
FB1642,AT3387,19/04/2025,SOC257,10,Equipe demonstrou grande eficiência.,Nenhum problema
FB1643,AT4763,11/08/2025,SOC163,8,Encaminhamento hospitalar foi eficiente.,Nenhum problema
FB1644,AT3500,04/04/2025,SOC268,7,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB1645,AT3291,28/04/2025,SOC019,7,Houve pequena demora para localizar o hospital.,Demora no atendimento
FB1646,AT7580,14/07/2026,SOC027,10,Boa integração entre as equipes.,Nenhum problema
FB1647,AT0743,14/08/2025,SOC032,5,Falha no repasse de dados entre equipes.,Falha de comunicação
FB1648,AT5257,20/10/2025,SOC032,8,Procedimento ocorreu conforme planejado.,Nenhum problema
FB1649,AT5805,23/12/2025,SOC132,2,Paciente não resistiu aos ferimentos.,Morte acidental
FB1650,AT0684,26/06/2025,SOC122,5,Fila no pronto-socorro atrasou o atendimento.,Demora no atendimento
FB1651,AT2664,05/02/2025,SOC265,4,Kit de emergência incompleto na viatura.,Falta de equipamento
FB1652,AT0338,15/05/2026,SOC165,10,Atendimento organizado e seguro.,Nenhum problema
FB1653,AT6766,01/06/2026,SOC300,9,Procedimento ocorreu conforme planejado.,Nenhum problema
FB1654,AT4883,17/09/2025,SOC102,10,Procedimento padrão seguido corretamente.,Nenhum problema
FB1655,AT3889,04/05/2025,SOC211,9,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB1656,AT7268,24/06/2026,SOC222,5,Ambulância sem parte do material necessário.,Falta de equipamento
FB1657,AT3619,07/05/2025,SOC263,5,Kit de emergência incompleto na viatura.,Falta de equipamento
FB1658,AT3973,30/06/2025,SOC266,9,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB1659,AT1430,18/11/2024,SOC096,10,Atendimento organizado e seguro.,Nenhum problema
FB1660,AT5705,22/12/2025,SOC029,8,Tempo de resposta foi satisfatório.,Nenhum problema
FB1661,AT1883,03/01/2025,SOC162,6,Demora para liberar leito hospitalar.,Demora no atendimento
FB1662,AT5809,15/12/2025,SOC155,7,Bom trabalho em equipe durante o socorro.,Nenhum problema
FB1663,AT7686,19/08/2026,SOC148,3,Informações do chamado estavam incompletas.,Falha de comunicação
FB1664,AT3803,08/05/2025,SOC206,9,Procedimento realizado de forma segura.,Nenhum problema
FB1665,AT5191,17/10/2025,SOC105,8,Equipe atuou rapidamente no local.,Nenhum problema
FB1666,AT1719,14/12/2024,SOC086,8,Procedimento realizado de forma segura.,Nenhum problema
FB1667,AT3453,25/04/2025,SOC077,8,Procedimento ocorreu conforme planejado.,Nenhum problema
FB1668,AT7824,12/08/2026,SOC115,7,Boa integração entre as equipes.,Nenhum problema
FB1669,AT0844,14/11/2025,SOC082,9,Atendimento ocorreu sem complicações.,Nenhum problema
FB1670,AT0397,24/08/2026,SOC050,1,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB1671,AT0510,07/01/2025,SOC172,2,Endereço informado estava impreciso.,Falha de comunicação
FB1672,AT7882,13/08/2026,SOC187,8,Comunicação entre socorristas foi boa.,Nenhum problema
FB1673,AT7683,28/08/2026,SOC284,10,Equipe demonstrou excelente preparo.,Nenhum problema
FB1674,AT7730,14/08/2026,SOC100,7,Atendimento excelente do início ao fim.,Nenhum problema
FB1675,AT6931,06/05/2026,SOC189,9,Procedimento realizado de forma segura.,Nenhum problema
FB1676,AT2170,16/01/2025,SOC271,9,Excelente coordenação entre viatura e hospital.,Nenhum problema
FB1677,AT2480,25/01/2025,SOC291,8,Procedimento padrão seguido corretamente.,Nenhum problema
FB1678,AT7046,07/06/2026,SOC179,9,Boa integração entre as equipes.,Nenhum problema
FB1679,AT7990,11/08/2026,SOC125,2,Informações do chamado estavam incompletas.,Falha de comunicação
FB1680,AT7818,25/08/2026,SOC144,4,Demora na regulação do leito hospitalar.,Demora no atendimento
FB1681,AT3854,03/06/2025,SOC087,9,Procedimento ocorreu conforme planejado.,Nenhum problema
FB1682,AT4422,30/07/2025,SOC168,4,Comunicação com a central apresentou ruído.,Falha de comunicação
FB1683,AT6090,16/02/2026,SOC248,3,Comunicação com a central apresentou ruído.,Falha de comunicação
